abs_link,title,er,loc,exp,post_date,ref_no,content
https://www.ctgoodjobs.hk/job/assistant-accountant/05153285,Assistant Accountant,Linktech Hong Kong Limited," Tai Kok Tsui

", 3-5 yr(s)," 2018-06-02

",Job ref no.: CT3114325-01#0048,"Job Duties:. . Support daily accounting operations. . Must be able to handle daily accounts receivables, accounts payable, journal entries, external emails independently. . Assist in month-end closing and preparing management / financial reporting and business analysis. . With experience handling inventory and stock control. . Assist in the external audit and preparing accounting schedules. . Support the Finance Manager on ad hoc projects when required. . Job Requirements:. . Diploma or Degree holder in Accounting, Finance or related discipline. . Student member of HKICPA/ACCA or equivalent. . 3-5 years’ working experience in accounting/audit field. . Strong analytical, interpersonal, report writing, and problem solving skills. . Proficiency in MS Word, Excel and computerize accounting system. . Good command of both written and spoken English and Chinese. . 5.5 days per week (Mon to Fri: 9:00am – 6:00pm; Sat: 9:00am – 1:00pm). . Interested parties should send the curriculum vitae stating current and expected salary and contact number to Human Resources Department By email [via CTgoodjobs. Apply Now. ]. (All information provided will be treated in strict confidence and be used only for recruitment purpose.)"
https://www.ctgoodjobs.hk/job/accounts-clerk/05153184,Accounts Clerk,Luxenosa Ltd," Tsimshatsui

", 2-3 yr(s)," 2018-06-02

",Job ref no.: CT3115442-01#0022,"Responsibilities:. . Responsible for general accounting duties including preparing accounting vouchers, invoices, data entry and filing. . Handle accounts receivable, accounts payable & general ledger. . Handle reimbursement of staff claims. . Prepare weekly and monthly report. . Assist in month-end closing and accounts reconciliation. . Reconcile daily sales transactions. . Assist in ad hoc assignments and co-ordinate with other department. . Regular inventory reports and data analysis for management review. . Requirement:. . Form 5 or above and LCCI intermediate level. . At least 2-3 years relevant experience. . Good command of both spoken & written English and Chinese. . Proficient in Microsoft Office and Chinese Word Processing,knowledge of Dynamic system is preferred. . Ability to manage multiple tasks. . Responsible, detail-minded, well-organized, good interpersonal skills and hard-working. . Willing to meet tight deadline. . Immediate available or short-notice is preferred. . We offer Alternative Saturday Off, Beauty Free Goods (Bimonthly), discretionary bonus and career development opportunities to the successful candidate. Interested parties please send your full resume stating date of availability, present and expected salaries by email to [our mailbox through CTgoodjobs. Apply Now. ] for interview. (All information received will be kept in strict confidential and only for employment-related purpose). "
https://www.ctgoodjobs.hk/job/general-clerk/05153182,General Clerk,Luxenosa Ltd," 2 Locations

", 1-7 yr(s)," 2018-06-02

",Job ref no.: CT3115442-01#0020,"Responsibilities:. . Data entry, filing, prepare reports. . To handle other ad hoc assignments as require. . To assist of ad hoc projects, such as outdoor event, Christmas party or annual dinner. . Requirement:. . DSE Graduated or above. . Independent, well-organized, detail-minded, sensitive to figures and able to work under pressure and meet tight deadlines. . Good command of spoken & written English, Cantonese & Mandarin. . Proficient in MS Office and Chinese & English word processing. . Immediate or short notice availability is preferable. . Fresh graduated will also be considered. . We offer Alternative Saturday Off, Beauty Free Goods (Bimonthly), discretionary bonus and career development opportunities to the successful candidate. Interested parties please send your full resume stating date of availability, present and expected salaries by email to [our mailbox through CTgoodjobs. Apply Now. ] for interview. (All information received will be kept in strict confidential and only for employment-related purpose)"
https://www.ctgoodjobs.hk/job/management-trainee-program-2018/05153183,Management Trainee Program 2018,Luxenosa Ltd," 2 Locations

", 0-1 yr(s)," 2018-06-02

",Job ref no.: CT3115442-01#0021,"Our Management Trainee Program is designed to nurture young talents who are looking to become future leaders in the cosmetics industry and e-commerce. If you possess passion, ambition and are ready to take up challenges, Luxenosa is the ideal place to begin your career in the exciting world of beauty.. This is a 9-12 months program where management trainees will work under different section within Luxenosa by gaining practical experience. The program is going to prepare a trainee for the decisions you will be making, technics that you need fort sales management & business development, and the actions you will be taking in the areas of people management, operations management, and merchandising management to prepare for the future role in the management level.. Trainee will acquire cross-functional skills, a deeper understanding of management concepts and strategic thinking that will allow them to successfully lead their own team members.. Interested applicants should fulfill the below requirements.. Undergraduate or postgraduate degree in any disciplines;. . 0 - 1 year work experience;. . Good knowledge of macOS;. . Good knowledge of beauty and cosmetics industry is a plus;. . Good knowledge of Photoshops or Adobe Illustrator is a plus;. . Passion and ambition in developing career in beauty/retail/e-commerce industry;. . Strong communication and analytical skills;. . Proficiency in written and spoken Cantonese, English and Mandarin.. . We offer Alternative Saturday Off, Beauty Free Goods (Bimonthly), discretionary bonus and career development opportunities to the successful candidate. Interested parties please send your full resume stating date of availability, present and expected salaries by email to [our mailbox through CTgoodjobs. Apply Now. ] for interview. (All information received will be kept in strict confidential and only for employment-related purpose)"
https://www.ctgoodjobs.hk/job/officer-food-procurement/05153127,Officer - Food Procurement,Maxim's Caterers Limited," Lai Chi Kok

", 2-3 yr(s)," 2018-06-02

",Job ref no.: 9130AA,". Key Responsibilities. . Assists to develop and implement purchase plans assigned to reduce cost and improve product quality.. . Process purchase orders, and perform cost management. . Establish and manage suppliers’ relationship. Monitor suppliers’ key performance indicator such as cost, quality, on-time delivery & fulfilment rate.. . Working and communicating with internal stakeholders and suppliers on issues and resolve problems among those parties related to procurement issue.. . Liaise with internal stake holders to build and manage a strong relationship.. . Perform periodic in Frozen category and market benchmarking analysis. . . Job Requirement. . University graduate in Supply Chain Management or relative disciplines Procurement, Business Administration, equivalent. . 2-3 years working experience. . Good command of spoken and written communication skills in English & Cantonese. . Responsible and with positive working attitude. . Proficient in Microsoft Office (Word, Excel, Outlook and PowerPoint). . *Candidates with less experience will be considered as Assistant Officer - Food Procurement*. . All applications and data collected will be treated in strict confidence and used exclusively for recruitment purposes. Only short listed candidates will be invited for interview. The company will retain the applications for a maximum period of 24 months and may refer suitable candidates to other vacancies within the Group."
https://www.ctgoodjobs.hk/job/project-administrator/05151642,Project Administrator,Media-Go Engineering Ltd," Kwun Tong

", 2-7 yr(s)," 2018-06-02

",Job ref no.: MG,"Job Responsibilities:. . Assist the Project Managers/ Engineers for all documentation’s centralization administration, and submission. . Collaborate to centralize the coordination of Project plan, production plan and organization. . Ensure all comments, instructions, requests and suggestions received from all relevant parties are incorporated into the system for regular review.. . Provide administrative support to customers. . Establish and maintain the project documentation library. . Work closely with related parties on daily operations. . Handle ad-hoc assignments and other duties when required. . Job Requirements:. . DSE or Certificate in Administration, or related disciplines;. . 2 or more years related working experience;. . Able to work independently as well as a team player;. . Self-discipline, self- motivation;. . Detailed minded. . Good planning and organizational skills. . Good communication skills in both English and Chinese. . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong or Fax: 3101-2614, or email to [our mailbox through CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/accounts-clerk/05151637,Accounts Clerk,Media-Go Engineering Ltd," Kwun Tong

", >1 yr(s)," 2018-06-02

",Job ref no.: MG,". Job Duties:. . Handle daily accounting duties, assist supervisor in month end closing. . Data entry to accounting system. . . Requirements:. . Form 5 or DSE graduates with LCCI level 1 or above. . With 1 year relevant experience/fresh graduate will also be considered. . Good PC knowledge in MS Word and Excel. . Interested parties please send your full resume, current and expected salary to us by via e-mail: or by post to. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong. , or fax to. +852-3101-2614. . (Please quote the job reference number and job title on the subject).. . . For more information, please visit our website:. www.mediago-group.com. . Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/product-engineer/05151640,Product Engineer,Media-Go Engineering Ltd," Kwun Tong

", 0-5 yr(s)," 2018-06-02

",Job ref no.: MG,". Job Description:. Perform product evaluation and testing for professional audio visual and control system products based on hardware and software performance during product development process. Handle quality assurance and testing before shipment.. . Key Responsibilities:. . Handle product brochures, manuals and packaging of the brand. . Coordinate new product development process to ensure smooth running of the project. . Liaise between overseas sales offices and factory on product improvements. . Assist in product marketing analysis. . Source for potential new suppliers when necessary. . . Requirements:. . Degree holder. . Preferably with technology background but not essential. . Willing to work under tight timeline. . Good verbal and written communication skills in English and Mandarin. . With 3-year related working experience or above. . Candidates with less experience may be considered as an assistant role. . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong. or Fax:. 3101-2614. , or email to. [via CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/product-executive/05151641,Product Executive,Media-Go Engineering Ltd," Kwun Tong

", 0-5 yr(s)," 2018-06-02

",Job ref no.: MG,". Key Responsibilities:. . Handle product brochures, manuals and packaging of the brand. . Coordinate new product development process to ensure smooth running of the project. . Liaise between overseas sales offices and factory on product improvements. . Assist in product marketing analysis. . Source for potential new suppliers when necessary. . . Requirements:. . Degree holder. . Preferably with technology background but not essential. . Willing to work under tight timeline. . Good verbal and written communication skills in English and Mandarin. . With 3-year related working experience or above. . Candidates with less experience may be considered as an assistant role. . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong. or Fax:. 3101-2614. , or email to. [via CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/sales-coordinator-sales-assistant/05151639,Sales Coordinator / Sales Assistant,Media-Go Engineering Ltd," Kwun Tong

", 1-2 yr(s)," 2018-06-02

",Job ref no.: MG,". Responsibilities:. . Handle day-to-day clerical duties. . Maintain department database records & filing system. . Assist in preparing quotation, tender, survey and related sales document. . Assist in order coordination, customer support and related sales activities. . . Requirements:. . Form 5 or above. . At least 1-2 years of relevant experience. . Good command of both spoken and written Chinese and English. . Proficiency in Microsoft office application. . Strong interpersonal skills and organizing skills. . Able to manage multiple tasks. . Less experience will be counted as Sales Assistant. . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong. or Fax:. 3101-2614. , or email to. [via CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/administrative-assistant/05151636,Administrative Assistant,Media-Go Engineering Ltd," Kwun Tong

", 2-3 yr(s)," 2018-06-02

",Job ref no.: MG,"Job Responsibilities:. . Provide general office administrative & clerical support. . Order office supplies, control inventory and monitor usage. . Manage fixed asset, facilities and supplies. . Manage utilities and telecommunications services. . Assist in office relocation and renovation projects. . General receptionist duties including greeting visitors, answering calls and organizing room booking. . Assist in ad-hoc tasks as assigned. . Requirements:. . Diploma or above. . 2-3 years or above solid experience in administration field. . Strong sense of responsibility, self-motivated and good team player. . Detail-minded, well-organized and good communication skills. . Proficient in MS Office applications, including Outlook, Excel, Word, PowerPoint and Chinese word processing. . Good command of written and spoken English and Chinese as well as Putonghua. . . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong or Fax: 3101-2614, or email to [our mailbox through CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only.. "
https://www.ctgoodjobs.hk/job/sales-manager-sales-executive/05151638,Sales Manager / Sales Executive,Media-Go Engineering Ltd," Kwun Tong

", 1-2 yr(s)," 2018-06-02

",Job ref no.: MG,". Job Duties:. . To be responsible for achieving sales target. . To take ownership of your project pipelines. . To build and maintain long term relationship with customers. . To provide sales and after-sales services in order to exceed customer satisfaction level. . To conduct sales activities including prospecting and cold-calls. . To prepare quotations, sales reports and all relevant documents for achieving sales leads. . . Requirements:. . Post-secondary school graduate or above. . 1-2 years sales experience. . Sales experience in Audio-Visual or IT solutions preferable. . Confident, self-motivated and result-oriented. . Strong presentation and communications skills. . Good command of both written and spoken English and Chinese including Mandarin. . We offer competitive remuneration package and good prospects to the right candidates. Interested parties please send your full resume with current and expected salary address to:. 25/F, Westin Centre, 26 Hung To Road, Kwun Tong, Kowloon, Hong Kong. or Fax:. 3101-2614. , or email to. [via CTgoodjobs. Apply Now. ]. (Please quote the job reference number and job title on the subject).. For more information, please visit our website:. www.mediago-group.com. Data collected will be kept confidential and used for recruitment purposes only."
https://www.ctgoodjobs.hk/job/senior-pr-marketing-executive-beauty-industry/05151993,Senior PR & Marketing Executive (Beauty Industry),Medilase Hair Removal Centre Limited," Tsimshatsui

", -," 2018-06-02

",Job ref no.: CT3112710-01#0327,". Responsibilities. . Assist in planning, developing and implementing public relations / marketing communication strategies and campaign to build brand awareness. . Liaise with and manage PR agency and pitch media to secure press releases, editorial coverage, and media exposure. . Participate in organizing media press and activities. . Meet with media and bloggers in order to build and maintain a strong network. . Co-ordinate PR events, including news conferences, press launches, media and blogger event. . Compile monthly reports to track and evaluate effectiveness of marketing spend. . . Requirements. . Degree holder in Marketing, Public Relations, Communications or related disciplines. . Exposure to FMCG / Retail / Beauty sector is a definite advantage. . Excellent communication, interpersonal, and presentation skills. . Ability to work under pressure, multi-task and manage projects independently. . Excellent command of written and spoken English & Chinese (Cantonese and Mandarin). . Immediately availability is highly preferable. . Interested parties, please send full resume with expected salary and availability by clicking. Apply Now. .. . All personal data collected will only be used for recruitment related purposes.. "
https://www.ctgoodjobs.hk/job/customer-services-assistant-centre-客戶服務助理店舖/05152023,Customer Services Assistant (Centre) 客 戶 服 務 助 理 (店 舖 ),Medilase Hair Removal Centre Limited," 3 Locations

", 1-6 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0326,. 工作範圍. . 接待顧客及解答顧客一般查詢. . 為顧客安排電話預約服務. . 一般文書處理. . 與顧客建立良好關係. . . 職位要求. . 具相關客戶服務工作經驗. . 流利廣東話. . 具基本電腦操作知識. . 待人有禮、熱情主動、對客戶服務有熱誠. . . 優厚福利. . 每月6天例假. . 有薪年假最多16天. . 醫療福利. . 每月免費產品及療程. . 團體/個人業績奬金. . 員工購物優惠. . 介紹人奬. . 每天工作時間: 9 小時 (須輪班工作). . 店舖營業時間:. 星期一至五: 上午11:00 – 下午 9:30. 星期六 : 上午10:30 – 下午 9:30. 工作地點：尖沙咀/ 銅鑼灣/ 旺角. 有興趣求職者請按. Apply Now. 提交履歷.. Personal data collected will be used for recruitment purpose only.
https://www.ctgoodjobs.hk/job/光學治療師-therapist/05151988,光 學 治 療 師 Therapist,Medilase Hair Removal Centre Limited," 3 Locations

", 1-3 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0325,"工作範圍. . 了解客人的需要 ,提供及講解正確護理知識給客人 ,協助客人改善皮膚問題. . 推廣醫學美容療程 ,為顧客提供優質服務. . 與客人保持緊密的溝通 ,依據客人的要求及需要 ,介紹各項美容療程給客人. . 一般店鋪運作及相關文書工作. . . 職位要求. . 良好笑容 ,待人熱誠有禮 、主動 、富責任感. . 能夠提供專業醫學美容護理療程. . 能夠提供專業的美容護理建議給顧客. . 由心出發 ,以客人利益為先 ,誠實. . 以團體目標為先 ,與不同崗位同事緊密合作 ,發揮合作精神. . . 優厚福利. . 8小時工作,逢星期日休息,每月6天例假. . 有薪年假最多16天. . 專業在職培訓及清晰晉升階梯. . 醫療福利. . 生日假及婚假. . 勤工及工作表現獎. . 卓越員工額外獎賞. . 每月可享免費產品及療程. . 員工購物優惠. . 介紹人奬金. . . 工作地點::尖沙咀 / 銅鑼灣 / 旺角. *應徵者可連結至以下網址填寫表格:. www.medilase.com.hk/appform. 或 whatsapp 6489-7116預約面試。. 工作類型: 全職. 工作經驗要求:. 醫學美容: 1年. We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume and portfolio to. [via CTgoodjobs. Apply Now. ]. or call. 25319269. or whatsapp. 95728065. for interview arrangement.. 我們提供完善在職培訓及良好晉升機會。. 將個人履歷傳送至. [via CTgoodjobs. Apply Now. ]. . All personal data collected will only be used for recruitment related purposes.. . 閣下之個人資料絕對保密及只作招聘用途"
https://www.ctgoodjobs.hk/job/初級光學療程總監-junior-consultant/05152019,初 級 光 學 療 程 總 監 Junior Consultant,Medilase Hair Removal Centre Limited," 3 Locations

", 0-2 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0324,"工作範圍. . 了解客人的需要 ,提供及講解正確護理知識給客人 ,協助客人改善皮膚問題. . 推廣醫學美容療程 ,為顧客提供優質服務. . 與客人保持緊密的溝通 ,依據客人的要求及需要 ,介紹各項美容療程給客人. . 一般店鋪運作及相關文書工作. . . 職位要求. . 良好笑容 ,待人熱誠有禮 、主動 、富責任感. . 能夠提供專業醫學美容護理療程. . 能夠提供專業的美容護理建議給顧客. . 由心出發 ,以客人利益為先 ,誠實. . 以團體目標為先 ,與不同崗位同事緊密合作 ,發揮合作精神. . 優厚福利. . 8小時工作,逢星期日休息,每月6天例假. . 有薪年假最多16天. . 專業在職培訓及清晰晉升階梯. . 醫療福利. . 生日假及婚假. . 勤工及工作表現獎. . 卓越員工額外獎賞. . 每月可享免費產品及療程. . 員工購物優惠. . 介紹人奬金. . . 工作地點::尖沙咀 / 銅鑼灣 / 旺角. *應徵者可連結至以下網址填寫表格:. www.medilase.com.hk/appform. 或 whatsapp 6489-7116預約面試。. 工作類型: 全職. 工作經驗要求:. 醫學美容: 1年. We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume and portfolio to. [via CTgoodjobs. Apply Now. ]. or call. 25319269. or whatsapp. 64897116. for interview arrangement.. . 我們提供完善在職培訓及良好晉升機會。. 將個人履歷傳送至. [via CTgoodjobs. Apply Now. ]. All personal data collected will only be used for recruitment related purposes.. 閣下之個人資料絕對保密及只作招聘用途"
https://www.ctgoodjobs.hk/job/crm-manager/05151954,CRM Manager,Medilase Hair Removal Centre Limited," Tsimshatsui

", 5-10 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0322,". Responsibilities. Reporting directly to the Head of marketing, the CRM is responsible for managing the CRM system so as to discover the business opportunities and objectives. Launching of promotion campaigns focusing on existing customers on monthly and / or quarterly bases is also one of the major duties of the CRM. Selected talent has to keep tracking and analyzing data into insights and propose feasible recommendations for business decision. He or she has to liaise with internal parties, especially marketing and strategic planning department to formulate CRM strategies. Preparing periodic performance analysis report for management review and participating in other ad hoc projects assigned by management are also essential duties of the role.. . Requirements:. . Bachelor’s Degree in Quantitative Statistic, Business Administration, marketing or related disciplines. . 5 years of experience in CRM / Marketing/ with at least 3 years in managerial position. . Proven track record in Customer Analytics, preferably in beauty / retail / FMCG industry. . Strong analytical and interpersonal skills. . Self-motivated and able to work independently and under pressure. . Good command of written and spoken English. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume with current and expected salary by clicking. Apply Now. All personal data collected will only be used for recruitment related purposes."
https://www.ctgoodjobs.hk/job/光學療程總監-consultant/05152018,光 學 療 程 總 監 Consultant,Medilase Hair Removal Centre Limited," 3 Locations

", 2-5 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0323,"工作範圍. . 跟進每位客人的療程紀錄,並與每位客人保持良好的關係,提升客人對公司品牌的忠誠度. . 執行光學療程的銷售,提升銷售額及擴大客源. . 與客人保持緊密的溝通,依據客人的要求及需要,提供各項光學療程給客人. . 一般店鋪運作及相關文書工作. . 協助及培訓初級同事. . . 職位要求. . 良好笑容,待人熱誠有禮、主動、富責任感. . 能夠提供優質專業的光學療程知識. . 能夠提供專業的光學護理建議給顧客. . 由心出發,以客人利益為先,誠實. . 以團體目標為先,與不同崗位同事緊密合作,發揮合作精神. . . 優厚福利. . 8小時工作,逢星期日休息,每月6天例假. . 有薪年假最多16天. . 專業在職培訓及清晰晉升階梯. . 醫療福利. . 生日假及婚假. . 勤工及工作表現獎. . 卓越員工額外獎賞. . 每月可享免費產品及療程. . 員工購物優惠. . 介紹人奬金. . . 工作地點:尖沙咀 / 銅鑼灣 / 旺角. *應徵者可連結至以下網址填寫表格:. www.medilase.com.hk/appform. 或 whatsapp 6489-7116預約面試。. 工作類型: 全職. 工作經驗要求:. 銷售: 1年. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume and portfolio to. [via CTgoodjobs. Apply Now. ]. or call. 25319269. or whatsapp. 64897116. for interview arrangement.. . . 我們提供完善在職培訓及良好晉升機會。. . 將個人履歷傳送至. [via CTgoodjobs. Apply Now. ]. . . All personal data collected will only be used for recruitment related purposes.. . 閣下之個人資料絕對保密及只作招聘用途"
https://www.ctgoodjobs.hk/job/digital-marketing-executive/05151980,Digital Marketing Executive,Medilase Hair Removal Centre Limited," Tsimshatsui

", 2 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0321,". Responsibility. . Provide digital marketing support for whole spectrum of online marketing campaigns on social media platforms and search engines. . Conduct research on competitor analysis. . Identify the latest marketing trends and share the insights with marketing team. . Monitor, track and study web analytics on web and social media platforms. . Develop digital marketing strategies for the improvement of organic search ranking and the maximization of ROI. . Prepare post-campaign reports with in-depth analysis for management review. . Participate in ad hoc marketing projects assigned by superior. . . Requirements:. . Bachelor's degree in Marketing / E-commerce or equivalent. . At least 2 years’ experience in digital marketing. . With work experience in beauty / cosmetics / retail industry is a plus. . Solid understanding of performance marketing, conversion, and online customer acquisition.. . With knowledge of SEO optimization.. . Creative, dynamic, self-motivated, result-oriented and able to work independently.. . Strong analytical skills and data-driven mindset. . Immediately available is highly preferred. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume with current and expected salary by clicking. Apply Now. All personal data collected will only be used for recruitment related purposes."
https://www.ctgoodjobs.hk/job/treatment-training-manager/05151975,Treatment Training Manager,Medilase Hair Removal Centre Limited," Tsimshatsui

", 6-11 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0320,". Responsibilities:. . Report directly to Head of Learning and Development. . Lead a team of practical trainers and therapists to ensure that all customers are served at a high standard level. . Responsible for delivering product & treatment knowledge, service strategies according to company objectives through training programs to frontline. . Provide classroom training and field coaching sessions for both existing and new joiners. . Monitor therapist performance and further develop their practical skills to high quality standard. . Plan, maintain and manage training effectively to facilitate training execution. . Ensure alignment is validated with managers and functional reporting parties, e.g. operations and marketing team. . Prepare training materials, audit reports and monthly KPI report for management review. . Participate in ad hoc projects assigned by management. . . Requirements:. . At least 6 years work experience in beauty industry with proven track record of 3 years managerial and training experience. . Experience in designing and executing successful training programs. . Familiarity with traditional and modern training methods (Mentoring, coaching, on the job or in classroom training, workshops, simulations etc). . Excellent communication and leadership skills. . Ability to plan, multi-task and manage time effectively. . Immediately available is highly preferably. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume with current and expected salary by clicking. Apply Now. All personal data collected will only be used for recruitment related purposes."
https://www.ctgoodjobs.hk/job/業務拓展大使-business-development-ambassador/05151973,業 務 拓 展 大 使 Business Development Ambassador,Medilase Hair Removal Centre Limited," 3 Locations

", -," 2018-06-02

",Job ref no.: CT3112710-01#0319,. (歡迎親臨各分店進行面試). . 工作範圍. . 推廣激光脫毛療程，為顧客提供優質服務. . 積極拓展新客戶市場，推廣朋友推薦計劃，倍增客量. . 跟進每位客人的療程紀錄，並與每位客人保持良好的關係，提升客人對公司品牌的忠誠度. . 與客人保持緊密的溝通，依據客人的要求及需要，提供各項光學療程給客人. . 一般店鋪運作及相關文書工作. . . 職位要求. . 副學士/香港中學會考或以上程度. . 能操流利廣東話、良好普通話及基本英語. . 能夠提供優質專業的光學療程知識. . 以團體目標為先，與不同崗位同事緊密合作，發揮合作精神. . 良好顧客服務態度及溝通技巧. . . 優厚福利. . 8小時工作，5天工作，逢星期日休息再加每週一天自選例假. . 有薪年假8至16天. . 專業在職培訓及清晰晉升階梯. . 醫療福利. . 牙科福利. . 生日假及婚假. . 勤工及工作表現獎. . 卓越員工額外獎賞. . 每月可享免費產品及療程. . 員工購物優惠. . 介紹人奬金. . . 工作地點. . 旺角 / 尖沙咀 / 銅鑼灣. . . 申請途徑. . 歡迎親臨各分店進行面試 (分店地址請參閱公司網址). . 有意應徵者可致電852 2531 9269 / 6489 7116 (whatsapp) 聯絡人力資源部查詢詳情. . 透過以下連結填妥網上求職表格，應徵者將會個別收到通知安排面試. 網上求職表格:. http://healthologybiosci.com/new_staff/application_form.php. . 
https://www.ctgoodjobs.hk/job/assistant-group-pr-manager-beauty-industry/05151952,Assistant Group PR Manager (Beauty Industry),Medilase Hair Removal Centre Limited," Tsimshatsui

", 5-6 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0318,". Responsibilities:. . Assist manager in formulating PR strategies and planning events. . Plan and develop media planning to support all marketing related promotions or campaigns (online and offline). . Liaise with media agencies or partners and other organizations to execute integrated PR campaigns. . Line up KOL, bloggers and celebrities to promote all brands for the group. . Keep track of the performance of event/ PR campaigns and compile analytical reports. . Handle group PR crisis. . Support manager in leading a team to coordinate PR and events. . . Requirements:. . Degree in Public Relations / Communications / Journalism / Marketing or relevant disciplines. . Minimum 5-6 years of PR & Advertising experience preferably in luxury brands or PR agencies or media agencies. . With strong media network & connections. . Good writing skill in editorial & marketing materials with media angle & insight. . Strong leadership with excellent organizing, interpersonal and communication skills. . Proactive and energetic team player with self-motivation, creativity and positive working attitude. . Good command of written and spoken English, Cantonese & Mandarin. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume with current and expected salary by clicking. Apply Now. .. All personal data collected will only be used for recruitment related purposes."
https://www.ctgoodjobs.hk/job/senior-customer-relationship-officer-call-center/05151951,Senior Customer Relationship Officer - Call Center,Medilase Hair Removal Centre Limited," Tsimshatsui

", 2-7 yr(s)," 2018-06-02

",Job ref no.: CT3112710-01#0317,". Responsibilities:. . Deliver quality customer services in a professional manner. . Handle customer enquiries from all channels (tel calls, email, letter, social media etc). . Handle customer complaints in good manner/ empathy and follow through properly with agreeable solutions with customer. . Prepare regular complaint management reports to depict customer insight, cases nature and service improvement suggestions. . . Requirements:. . Form 7 / DSE or above with at least 2 years of work experience in customer service or call centre, preferably in beauty industry. . Positive mindset and cheerful. . Good presentation skills (spoken and listening). . Good complaint handling skills. . Able to work under pressure environment. . Good command of spoken and written Chinese and English. Putonghua is a plus.. . Basic PC skills (Microsoft Office Excel). . Candidates with less experience will be considered as Customer Relationship Officer. . We offer attractive remuneration package and career development opportunity to the right candidate. Interested parties, please send resume and portfolio by clicking. Apply Now. .. . All personal data collected will only be used for recruitment related purposes.. "
